id,subject,text,label
1286,Account login from new device detected,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
551,Rental car pickup instructions,"Car Rental Confirmation: Your Toyota Camry rental is confirmed for pickup at Orlando Airport on March 22nd at 2:00 PM. Rental location: Budget Car Rental, Level 1 of Terminal B. Bring your driver's license, credit card, and confirmation number (BR456789). The vehicle includes GPS navigation, unlimited mileage, and full insurance coverage. Fuel tank is full - please return with same fuel level to avoid charges. 24-hour roadside assistance: 1-800-555-ROAD.",Travel
1453,Bug fixes and stability improvements,"New Feature Rollout: We're excited to introduce our enhanced collaboration tools! The new features include real-time document editing, video conferencing integration, shared project timelines, and advanced file organization options. These tools are designed to improve team productivity and streamline project management. The rollout will be gradual over the next two weeks, and all users will receive access by month-end. Training videos and documentation are available in our help center.",Updates
1183,Professional development workshop series,"Concert Alert: Tickets for the highly anticipated Taylor Swift concert at Madison Square Garden go on sale this Friday at 10 AM. This exclusive intimate performance features songs from her latest album plus fan favorites from throughout her career. Tickets range from $85-$350 and are expected to sell out within hours. Presale begins Thursday at noon for fan club members. Venue policies include no cameras, no outside food or drinks, and clear bag requirements. Don't miss this once-in-a-lifetime performance!",Events
292,Insurance premium renewal notice,"Dear Valued Customer, Your monthly bank statement for March 2024 is now available for download through our secure online banking portal. This statement includes all transactions, deposits, withdrawals, and fees for the period. Please review carefully and report any discrepancies within 30 days. Your account balance as of March 31st is $4,250.67. Thank you for banking with us. If you have any questions, please contact our customer service team.",Finance
1472,System upgrade completed successfully,"Exciting Update: Version 2.4 of our mobile app is now available! This major update includes a completely redesigned user interface, faster loading times, and several new features based on your feedback. New features include dark mode option, enhanced search functionality, offline document access, and improved photo sharing capabilities. The update also fixes several bugs reported by users including the login timeout issue and notification problems. Download the update from your app store today!",Updates
805,Neighborhood cleanup day volunteers needed,"You're Cordially Invited to the Annual Children's Hospital Charity Gala! Join us for an elegant evening of dinner, dancing, and fundraising to support local children in need of medical care. The black-tie event is Saturday, September 14th at the Grand Ballroom of the Marriott Hotel. Cocktail hour begins at 6 PM, followed by dinner and live auction. Tickets are $150 per person and include three-course meal and open bar. All proceeds benefit the children's hospital.",Social
1417,Feature rollout - Enhanced user interface,"Service Improvements: Based on your valuable feedback, we've implemented several improvements to enhance your experience. Page loading speeds have been increased by 40%, the search function now provides more accurate results, and we've added a new dashboard for better account management. We've also expanded our customer support hours to include weekend coverage and added live chat functionality. Thank you for helping us make our service better!",Updates
660,Last chance - Sale ends at midnight,"VIP Member Exclusive: You're getting first access to our Annual Warehouse Sale! Before we open to the public, you have 48 hours to shop designer clothing, luxury accessories, and home goods at up to 75% off retail prices. Your exclusive access code is VIP2024. This private sale features items never before discounted, including limited edition pieces and last season's runway collections. Remember, this exclusive access expires Wednesday at noon.",Promotion
300,Expense report approval pending,Auto-Pay Setup Confirmation: Thank you for setting up automatic payments for your personal loan. Your monthly payment of $342.15 will be automatically debited from your checking account on the 15th of each month. This will help ensure you never miss a payment and maintain your excellent credit rating. You can modify or cancel auto-pay anytime through your online account or by calling customer service.,Finance
512,Flight confirmation - Boarding pass attached,"Travel Insurance Important Notice: Your comprehensive travel insurance policy is now active for your upcoming Europe trip. Coverage includes medical emergencies, trip cancellation, lost luggage, and 24/7 emergency assistance. Keep your policy number (TI789456123) easily accessible during travel. In case of emergency, call our 24-hour hotline at +1-800-555-HELP. Remember to keep all receipts for any medical treatments or unexpected expenses for reimbursement claims.",Travel
272,Expense report approval pending,Auto-Pay Setup Confirmation: Thank you for setting up automatic payments for your personal loan. Your monthly payment of $342.15 will be automatically debited from your checking account on the 15th of each month. This will help ensure you never miss a payment and maintain your excellent credit rating. You can modify or cancel auto-pay anytime through your online account or by calling customer service.,Finance
260,Retirement fund contribution increase,"Important: Your tax documents for 2023 are now available for download. Please log into your account to access your 1099 forms, W-2 statements, and annual summary reports. These documents are required for filing your tax return. The deadline for filing is April 15th, 2024. If you need assistance accessing your documents or have questions about tax reporting, please contact our support team immediately.",Finance
1344,Security alert - Unusual account activity detected,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
568,Visa application status update,"Bonjour! Your hotel reservation at Le Grand Hotel Paris has been confirmed for May 15-20, 2024. Five nights in a deluxe room with city view, including daily breakfast buffet. The hotel is located in the heart of Montmartre, walking distance to Sacré-Cœur and charming local cafés. Check-in is at 3 PM and check-out at 11 AM. We've arranged for airport pickup service - look for the driver holding a sign with your name at Charles de Gaulle Airport.",Travel
1396,Terms of service updated - Please review,"New Feature Rollout: We're excited to introduce our enhanced collaboration tools! The new features include real-time document editing, video conferencing integration, shared project timelines, and advanced file organization options. These tools are designed to improve team productivity and streamline project management. The rollout will be gradual over the next two weeks, and all users will receive access by month-end. Training videos and documentation are available in our help center.",Updates
843,Community BBQ this Saturday - Everyone welcome,"Neighborhood Spring Cleanup Day - Volunteers Needed! Help us beautify our community this Saturday, April 20th from 9 AM to 2 PM. We'll be planting flowers, picking up litter, painting park benches, and general neighborhood sprucing up. All supplies and tools provided, just bring work gloves and enthusiasm! Lunch will be provided for all volunteers. Meet at the community center to get assigned to teams. Every little bit helps make our neighborhood beautiful!",Social
278,Loan payment reminder - Auto-pay setup,"Payment Reminder: Your credit card payment of $1,247.83 is due on April 15th, 2024. To avoid late fees and interest charges, please ensure payment is made by 11:59 PM EST on the due date. You can make payments online, by phone, or through our mobile app. Your minimum payment due is $37.44. We recommend paying the full balance to avoid interest charges. Set up auto-pay to never miss a payment again.",Finance
196,Family dinner at grandma's house,Hey buddy! Hope you're doing great. I'm organizing a hiking trip to Mount Wilson this weekend and wanted to see if you'd be interested in joining us. We're planning to start early Saturday morning around 7 AM and should be back by evening. The weather forecast looks perfect with sunny skies and temperatures in the mid-70s. I'll bring snacks and water for everyone. Let me know if you can make it - it's going to be an awesome adventure!,Personal
1054,Course materials uploaded - Download now,"Important Update: Assignment Deadline Extension. Due to technical difficulties with the online submission system, the deadline for your research paper has been extended from Friday, March 15th to Monday, March 18th at 11:59 PM. This extension applies to all students in Biology 301. Please use this additional time to review your citations and ensure all sources are properly documented according to APA format. The paper should be 8-10 pages double-spaced, not including the reference page. Submit through the course portal.",Study
548,Airport security and check-in guidelines,"Travel Insurance Important Notice: Your comprehensive travel insurance policy is now active for your upcoming Europe trip. Coverage includes medical emergencies, trip cancellation, lost luggage, and 24/7 emergency assistance. Keep your policy number (TI789456123) easily accessible during travel. In case of emergency, call our 24-hour hotline at +1-800-555-HELP. Remember to keep all receipts for any medical treatments or unexpected expenses for reimbursement claims.",Travel
1430,Performance improvements deployed,"Important Privacy Policy Update: We have updated our privacy policy to provide greater transparency about how we collect, use, and protect your personal information. Key changes include expanded user control over data sharing, clearer explanations of our data retention policies, and updated information about third-party integrations. These changes reflect our commitment to protecting your privacy and comply with the latest regulations. Please review the updated policy at privacy.company.com.",Updates
593,Visa application status update,"Flight Confirmation: Your flight from Los Angeles to New York is confirmed for Friday, May 10th, 2024. Flight AA1234 departs at 8:45 AM from Terminal 4 and arrives at JFK at 5:15 PM EST. Please arrive at the airport 2 hours before departure for domestic flights. Your boarding pass is attached to this email. Check-in opens 24 hours before departure through our website or mobile app. Seat 12A has been assigned - window seat as requested.",Travel
600,Hotel reservation confirmed - Paris trip,"Bonjour! Your hotel reservation at Le Grand Hotel Paris has been confirmed for May 15-20, 2024. Five nights in a deluxe room with city view, including daily breakfast buffet. The hotel is located in the heart of Montmartre, walking distance to Sacré-Cœur and charming local cafés. Check-in is at 3 PM and check-out at 11 AM. We've arranged for airport pickup service - look for the driver holding a sign with your name at Charles de Gaulle Airport.",Travel
663,Black Friday mega deals start now,"FLASH SALE ALERT! For the next 24 hours only, enjoy 70% off EVERYTHING in our store! This incredible deal includes all clothing, accessories, home decor, and electronics. Use code FLASH70 at checkout to activate your discount. Free shipping on orders over $50. This is our biggest sale of the year - don't miss out! Shop now before your favorite items sell out. Sale ends tomorrow at 11:59 PM Pacific Time. No rain checks or price adjustments on previous purchases.",Promotion
1437,Privacy policy updates - Important changes,"Terms of Service Update: We have updated our terms of service to clarify our policies regarding user-generated content, account termination procedures, and service availability. The updated terms also include new provisions for our recently launched premium features and clarify billing procedures for subscription services. These changes take effect 30 days from the date of this notice. Continued use of our service indicates acceptance of the updated terms.",Updates
1104,Research project guidelines updated,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
1223,Job fair next month - 200+ employers attending,"Tech Conference 2024: We're excited to announce our keynote speakers for this year's technology conference! Featured speakers include Dr. Sarah Chen (AI researcher at Stanford), Mark Rodriguez (CEO of TechStart), and Jennifer Walsh (cybersecurity expert). The three-day conference covers artificial intelligence, blockchain technology, cybersecurity, and startup innovation. Early bird tickets (before March 15th) are $299, regular price $399. Conference includes all sessions, networking events, and meals.",Events
576,Visa application status update,"Weather Update Tokyo: Your destination forecast for next week shows mostly sunny skies with temperatures ranging from 68-78°F (20-26°C). Perfect weather for exploring! Recommended packing: light layers, comfortable walking shoes, rain jacket (brief afternoon showers possible), sunscreen, and a hat. Don't forget to pack a portable umbrella as spring showers are common. The cherry blossom season is at peak bloom - perfect timing for your visit!",Travel
1091,Exam schedule released - Check your dates,"Final Exam Schedule Released: Your final examinations have been scheduled for the week of May 6-10, 2024. Biology 301 final exam is Monday, May 6th at 2:00 PM in Lecture Hall B. The exam will be comprehensive, covering all material from the semester including molecular biology, genetics, and evolution. You are allowed one 8.5x11 inch note card (both sides) and a non-programmable calculator. Arrive 15 minutes early for seating arrangements.",Study
1405,Performance improvements deployed,"Exciting Update: Version 2.4 of our mobile app is now available! This major update includes a completely redesigned user interface, faster loading times, and several new features based on your feedback. New features include dark mode option, enhanced search functionality, offline document access, and improved photo sharing capabilities. The update also fixes several bugs reported by users including the login timeout issue and notification problems. Download the update from your app store today!",Updates
1168,Concert tickets on sale - Limited seating available,"Gallery Opening: You're invited to the opening reception for ""Modern Perspectives"" featuring contemporary works by emerging local artists. The exhibition opens Friday, April 12th with a reception from 6-9 PM including wine, appetizers, and live jazz music. Meet the artists, enjoy the artwork, and support our local creative community. The exhibition runs through June 30th with regular gallery hours Tuesday-Sunday 10 AM to 6 PM. Admission is free and all artwork is available for purchase.",Events
122,New employee onboarding checklist,"Dear Finance Team, I am submitting a budget approval request for Q4 marketing initiatives totaling $45,000. This budget will cover digital advertising campaigns, content creation, and event sponsorships. The detailed breakdown is attached in the Excel spreadsheet. These investments are projected to generate a 300% ROI based on our Q3 performance metrics. Please review and approve by Friday.",Work
1398,New integration partnerships announced,"Important Privacy Policy Update: We have updated our privacy policy to provide greater transparency about how we collect, use, and protect your personal information. Key changes include expanded user control over data sharing, clearer explanations of our data retention policies, and updated information about third-party integrations. These changes reflect our commitment to protecting your privacy and comply with the latest regulations. Please review the updated policy at privacy.company.com.",Updates
424,Wellness newsletter - Healthy living tips,"Dear Patient, This is a confirmation of your annual physical examination appointment scheduled for Tuesday, April 23rd at 10:30 AM with Dr. Sarah Mitchell. Please arrive 15 minutes early to complete any necessary paperwork. Bring your insurance card, current medications list, and any questions or concerns you'd like to discuss. Fasting is required for 12 hours prior to your appointment for blood work. Our office is located at 123 Medical Plaza, Suite 400.",Health
286,Investment portfolio quarterly review,"Payment Reminder: Your credit card payment of $1,247.83 is due on April 15th, 2024. To avoid late fees and interest charges, please ensure payment is made by 11:59 PM EST on the due date. You can make payments online, by phone, or through our mobile app. Your minimum payment due is $37.44. We recommend paying the full balance to avoid interest charges. Set up auto-pay to never miss a payment again.",Finance
1262,Suspicious email attempt blocked,"Important Software Update: A critical security update is now available for your device. This update addresses several security vulnerabilities and includes performance improvements. We strongly recommend installing this update as soon as possible to protect your device and data. The update is approximately 150MB and installation will take 10-15 minutes. Your device will restart automatically during installation. Click ""Install Now"" to begin the update process.",Alerts
340,Credit card payment due in 3 days,"Dear Investor, Your quarterly investment portfolio review is now available. During Q1 2024, your portfolio gained 8.2%, outperforming the S&P 500 by 1.1%. Your technology sector holdings were the strongest performers, while energy sector positions faced some volatility. We recommend rebalancing your portfolio to maintain your target asset allocation. Please schedule a consultation with your financial advisor to discuss strategy adjustments for Q2.",Finance
877,FREE MONEY WAITING - Click here immediately,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
1296,Backup completed successfully,"Password Expiration Warning: Your account password will expire in 7 days. For your security, passwords must be updated every 90 days. Your new password must be at least 12 characters long and include uppercase letters, lowercase letters, numbers, and special characters. Please do not reuse any of your previous 5 passwords. Update your password now through your account settings to avoid any service interruptions. If you need assistance, contact IT support.",Alerts
1250,Outdoor movie night in the park,"Charity 5K Run: Register now for the annual ""Run for Hope"" 5K benefiting the local children's hospital. The race takes place Saturday, June 8th at 8 AM starting from City Park. Early bird registration (before May 1st) is $25 and includes race t-shirt, finisher medal, and post-race breakfast. Regular registration is $35. Prizes awarded for top finishers in each age category. All proceeds support pediatric cancer research. Online registration available at runforhope.org.",Events
719,Free shipping on all orders - No minimum,"FLASH SALE ALERT! For the next 24 hours only, enjoy 70% off EVERYTHING in our store! This incredible deal includes all clothing, accessories, home decor, and electronics. Use code FLASH70 at checkout to activate your discount. Free shipping on orders over $50. This is our biggest sale of the year - don't miss out! Shop now before your favorite items sell out. Sale ends tomorrow at 11:59 PM Pacific Time. No rain checks or price adjustments on previous purchases.",Promotion
1205,Annual company retreat registration open,"Concert Alert: Tickets for the highly anticipated Taylor Swift concert at Madison Square Garden go on sale this Friday at 10 AM. This exclusive intimate performance features songs from her latest album plus fan favorites from throughout her career. Tickets range from $85-$350 and are expected to sell out within hours. Presale begins Thursday at noon for fan club members. Venue policies include no cameras, no outside food or drinks, and clear bag requirements. Don't miss this once-in-a-lifetime performance!",Events
430,Fitness class registration open,"Important Health Insurance Update: Your health insurance policy has been updated with expanded coverage for mental health services and preventive care. The changes are effective immediately and include coverage for annual wellness visits, mental health counseling, and prescription medications with reduced copays. Please review the attached policy documents and contact customer service if you have any questions about your new benefits.",Health
486,Dental cleaning reminder - 6 months due,"Dear Patient, This is a confirmation of your annual physical examination appointment scheduled for Tuesday, April 23rd at 10:30 AM with Dr. Sarah Mitchell. Please arrive 15 minutes early to complete any necessary paperwork. Bring your insurance card, current medications list, and any questions or concerns you'd like to discuss. Fasting is required for 12 hours prior to your appointment for blood work. Our office is located at 123 Medical Plaza, Suite 400.",Health
241,Coffee catch-up next week?,"Hello book lovers! Due to scheduling conflicts, we're moving this month's book club meeting from Saturday to Sunday at 2 PM. We'll still be discussing ""The Seven Husbands of Evelyn Hugo"" and meeting at Sarah's house. Please bring your favorite quotes and discussion points. Sarah will provide coffee and light refreshments. Looking forward to our lively discussion about this incredible novel!",Personal
900,"URGENT: You've won $1,000,000 - Claim now!","AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
179,Family dinner at grandma's house,"Hi everyone! Just a reminder that Mom's birthday party is this Saturday at 3 PM at our house. Please bring your favorite dish to share - I'm making her famous lasagna as the main course. We'll have cake, games, and lots of great company. Mom specifically requested no gifts, just your presence is enough. Can't wait to celebrate with the whole family. Please RSVP so I know how much food to prepare.",Personal
714,Free shipping on all orders - No minimum,"CLEARANCE EXTRAVAGANZA! Our warehouse is overflowing and everything must go! Designer clothing up to 80% off original prices, including brands like Calvin Klein, Michael Kors, and Kate Spade. Plus, take an additional 20% off already reduced clearance prices with code EXTRA20. This is your chance to build a designer wardrobe without the designer price tag. All sales final - no returns or exchanges on clearance items.",Promotion
539,Travel itinerary updated with new activities,"Bonjour! Your hotel reservation at Le Grand Hotel Paris has been confirmed for May 15-20, 2024. Five nights in a deluxe room with city view, including daily breakfast buffet. The hotel is located in the heart of Montmartre, walking distance to Sacré-Cœur and charming local cafés. Check-in is at 3 PM and check-out at 11 AM. We've arranged for airport pickup service - look for the driver holding a sign with your name at Charles de Gaulle Airport.",Travel
922,Make $5000 per week working from home,"AMAZING OPPORTUNITY! Work from home and make $5,000 per week with no experience required! This revolutionary system allows you to earn money while you sleep. Thousands of people are already making huge profits with our proven method. No skills needed, no selling required, just follow our simple system and watch the money roll in! Limited spots available - only 100 people will be accepted into this exclusive program. Send $99 processing fee to secure your spot today. Don't miss this life-changing opportunity!",Spam
1442,New app version released - Enhanced features,"Service Improvements: Based on your valuable feedback, we've implemented several improvements to enhance your experience. Page loading speeds have been increased by 40%, the search function now provides more accurate results, and we've added a new dashboard for better account management. We've also expanded our customer support hours to include weekend coverage and added live chat functionality. Thank you for helping us make our service better!",Updates
610,Airport security and check-in guidelines,"Car Rental Confirmation: Your Toyota Camry rental is confirmed for pickup at Orlando Airport on March 22nd at 2:00 PM. Rental location: Budget Car Rental, Level 1 of Terminal B. Bring your driver's license, credit card, and confirmation number (BR456789). The vehicle includes GPS navigation, unlimited mileage, and full insurance coverage. Fuel tank is full - please return with same fuel level to avoid charges. 24-hour roadside assistance: 1-800-555-ROAD.",Travel
507,Currency exchange and local customs info,"Weather Update Tokyo: Your destination forecast for next week shows mostly sunny skies with temperatures ranging from 68-78°F (20-26°C). Perfect weather for exploring! Recommended packing: light layers, comfortable walking shoes, rain jacket (brief afternoon showers possible), sunscreen, and a hat. Don't forget to pack a portable umbrella as spring showers are common. The cherry blossom season is at peak bloom - perfect timing for your visit!",Travel
1339,Suspicious email attempt blocked,Service Disruption Update: We are currently experiencing a temporary service outage affecting email delivery and website functionality. Our technical team is working urgently to resolve the issue. Preliminary investigation indicates a network connectivity problem with our primary data center. We have activated backup systems to minimize impact. Current estimated resolution time is 2-3 hours. We will provide updates every 30 minutes until service is fully restored.,Alerts
210,Road trip planning for summer vacation,"Hey there! It feels like forever since we last caught up properly. Would you be free for coffee sometime next week? I have so much to tell you about the new job, the renovation project, and all the crazy things that have been happening. Plus I want to hear all about your recent travels. How about Tuesday or Wednesday afternoon? My treat! Let me know what works best for your schedule.",Personal
871,Game night at community center,"Neighborhood Spring Cleanup Day - Volunteers Needed! Help us beautify our community this Saturday, April 20th from 9 AM to 2 PM. We'll be planting flowers, picking up litter, painting park benches, and general neighborhood sprucing up. All supplies and tools provided, just bring work gloves and enthusiasm! Lunch will be provided for all volunteers. Meet at the community center to get assigned to teams. Every little bit helps make our neighborhood beautiful!",Social
448,Prescription ready for pickup at pharmacy,"Spring Wellness Tips: As we enter spring, here are some healthy living tips to boost your wellbeing: Stay hydrated with at least 8 glasses of water daily, incorporate 30 minutes of physical activity into your routine, eat plenty of fresh fruits and vegetables, practice stress management techniques like meditation or yoga, and ensure you're getting 7-9 hours of quality sleep each night. Small changes can make a big difference in your overall health!",Health
1119,Exam schedule released - Check your dates,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
904,Easy money opportunity - No experience needed,"URGENT SECURITY ALERT: Your bank account has been flagged for suspicious activity. To prevent closure, you must verify your account information immediately. Click the link below and enter your username, password, social security number, and account PIN to confirm your identity. Failure to verify within 24 hours will result in permanent account suspension and loss of all funds. This is a secure verification process required by federal banking regulations. Verify now to protect your account.",Spam
86,Client presentation - Final draft attached,"Hello team, This is a reminder that our quarterly performance reviews are scheduled for next week. Please prepare your self-assessment forms and gather any relevant project documentation. The review meetings will be conducted in-person in the conference room. Each session is allocated 45 minutes to discuss your achievements, challenges, and goals for the upcoming quarter. Looking forward to our productive discussions.",Work
1111,Study group meeting tomorrow in library,"Research Project Guidelines Update: Based on student feedback, we've updated the requirements for your final research project. The minimum page count has been reduced from 20 to 15 pages, but we now require at least 15 peer-reviewed sources (increased from 10). The poster presentation component remains the same - 3x4 foot poster displayed during our final class session. Project proposals are due next Friday. Please schedule office hours if you need help narrowing down your research topic.",Study
752,Charity fundraiser gala - Black tie event,"Book Club Update: This month's meeting has been moved from Tuesday to Thursday, April 18th at 7 PM. We'll be meeting at Jennifer's house to discuss ""Where the Crawdads Sing"" by Delia Owens. Come prepared with your favorite quotes and discussion questions. Jennifer will provide wine and light appetizers. If you haven't finished the book yet, don't worry - we'll keep spoilers to a minimum during the first half of our discussion.",Social
1113,Final project presentations schedule,New Course Materials Available: The lecture slides and supplementary readings for Chapters 12-15 have been uploaded to the course website. These materials cover advanced organic chemistry reactions and will be essential for understanding next week's laboratory experiments. Please review these materials before Monday's class. The additional reading assignment from the Journal of Chemical Education is optional but highly recommended for those planning to pursue graduate studies in chemistry.,Study
549,Airport security and check-in guidelines,"Travel Insurance Important Notice: Your comprehensive travel insurance policy is now active for your upcoming Europe trip. Coverage includes medical emergencies, trip cancellation, lost luggage, and 24/7 emergency assistance. Keep your policy number (TI789456123) easily accessible during travel. In case of emergency, call our 24-hour hotline at +1-800-555-HELP. Remember to keep all receipts for any medical treatments or unexpected expenses for reimbursement claims.",Travel
234,Family dinner at grandma's house,Hey buddy! Hope you're doing great. I'm organizing a hiking trip to Mount Wilson this weekend and wanted to see if you'd be interested in joining us. We're planning to start early Saturday morning around 7 AM and should be back by evening. The weather forecast looks perfect with sunny skies and temperatures in the mid-70s. I'll bring snacks and water for everyone. Let me know if you can make it - it's going to be an awesome adventure!,Personal
1173,Outdoor movie night in the park,"Gallery Opening: You're invited to the opening reception for ""Modern Perspectives"" featuring contemporary works by emerging local artists. The exhibition opens Friday, April 12th with a reception from 6-9 PM including wine, appetizers, and live jazz music. Meet the artists, enjoy the artwork, and support our local creative community. The exhibition runs through June 30th with regular gallery hours Tuesday-Sunday 10 AM to 6 PM. Admission is free and all artwork is available for purchase.",Events
232,Movie night this Friday - Your choice!,Hey buddy! Hope you're doing great. I'm organizing a hiking trip to Mount Wilson this weekend and wanted to see if you'd be interested in joining us. We're planning to start early Saturday morning around 7 AM and should be back by evening. The weather forecast looks perfect with sunny skies and temperatures in the mid-70s. I'll bring snacks and water for everyone. Let me know if you can make it - it's going to be an awesome adventure!,Personal
1489,System upgrade completed successfully,"Service Improvements: Based on your valuable feedback, we've implemented several improvements to enhance your experience. Page loading speeds have been increased by 40%, the search function now provides more accurate results, and we've added a new dashboard for better account management. We've also expanded our customer support hours to include weekend coverage and added live chat functionality. Thank you for helping us make our service better!",Updates
1126,Charity 5K run registration - Early bird pricing,"Concert Alert: Tickets for the highly anticipated Taylor Swift concert at Madison Square Garden go on sale this Friday at 10 AM. This exclusive intimate performance features songs from her latest album plus fan favorites from throughout her career. Tickets range from $85-$350 and are expected to sell out within hours. Presale begins Thursday at noon for fan club members. Venue policies include no cameras, no outside food or drinks, and clear bag requirements. Don't miss this once-in-a-lifetime performance!",Events
1015,Guest lecture series next week,New Course Materials Available: The lecture slides and supplementary readings for Chapters 12-15 have been uploaded to the course website. These materials cover advanced organic chemistry reactions and will be essential for understanding next week's laboratory experiments. Please review these materials before Monday's class. The additional reading assignment from the Journal of Chemical Education is optional but highly recommended for those planning to pursue graduate studies in chemistry.,Study
1159,Annual company retreat registration open,"Charity 5K Run: Register now for the annual ""Run for Hope"" 5K benefiting the local children's hospital. The race takes place Saturday, June 8th at 8 AM starting from City Park. Early bird registration (before May 1st) is $25 and includes race t-shirt, finisher medal, and post-race breakfast. Regular registration is $35. Prizes awarded for top finishers in each age category. All proceeds support pediatric cancer research. Online registration available at runforhope.org.",Events
937,Make $5000 per week working from home,"URGENT SECURITY ALERT: Your bank account has been flagged for suspicious activity. To prevent closure, you must verify your account information immediately. Click the link below and enter your username, password, social security number, and account PIN to confirm your identity. Failure to verify within 24 hours will result in permanent account suspension and loss of all funds. This is a secure verification process required by federal banking regulations. Verify now to protect your account.",Spam
345,Credit card payment due in 3 days,Auto-Pay Setup Confirmation: Thank you for setting up automatic payments for your personal loan. Your monthly payment of $342.15 will be automatically debited from your checking account on the 15th of each month. This will help ensure you never miss a payment and maintain your excellent credit rating. You can modify or cancel auto-pay anytime through your online account or by calling customer service.,Finance
1471,Privacy policy updates - Important changes,"Exciting Update: Version 2.4 of our mobile app is now available! This major update includes a completely redesigned user interface, faster loading times, and several new features based on your feedback. New features include dark mode option, enhanced search functionality, offline document access, and improved photo sharing capabilities. The update also fixes several bugs reported by users including the login timeout issue and notification problems. Download the update from your app store today!",Updates
1102,University library extended hours during finals,"Final Exam Schedule Released: Your final examinations have been scheduled for the week of May 6-10, 2024. Biology 301 final exam is Monday, May 6th at 2:00 PM in Lecture Hall B. The exam will be comprehensive, covering all material from the semester including molecular biology, genetics, and evolution. You are allowed one 8.5x11 inch note card (both sides) and a non-programmable calculator. Arrive 15 minutes early for seating arrangements.",Study
461,Fitness class registration open,"Important Health Insurance Update: Your health insurance policy has been updated with expanded coverage for mental health services and preventive care. The changes are effective immediately and include coverage for annual wellness visits, mental health counseling, and prescription medications with reduced copays. Please review the attached policy documents and contact customer service if you have any questions about your new benefits.",Health
563,Travel itinerary updated with new activities,"Travel Insurance Important Notice: Your comprehensive travel insurance policy is now active for your upcoming Europe trip. Coverage includes medical emergencies, trip cancellation, lost luggage, and 24/7 emergency assistance. Keep your policy number (TI789456123) easily accessible during travel. In case of emergency, call our 24-hour hotline at +1-800-555-HELP. Remember to keep all receipts for any medical treatments or unexpected expenses for reimbursement claims.",Travel
67,Office policy updates - Remote work guidelines,"Dear team, I hope this email finds you well. I wanted to update everyone on the progress of Project Alpha. We have successfully completed the first phase of development and are now moving into the testing phase. The client feedback has been overwhelmingly positive, and we are on track to meet our delivery deadline next month. Please review the attached documentation and provide your feedback by end of week. Thank you for your continued hard work and dedication.",Work
599,Rental car pickup instructions,"Weather Update Tokyo: Your destination forecast for next week shows mostly sunny skies with temperatures ranging from 68-78°F (20-26°C). Perfect weather for exploring! Recommended packing: light layers, comfortable walking shoes, rain jacket (brief afternoon showers possible), sunscreen, and a hat. Don't forget to pack a portable umbrella as spring showers are common. The cherry blossom season is at peak bloom - perfect timing for your visit!",Travel
452,Prescription ready for pickup at pharmacy,"Hello, Your prescription for Metformin 500mg is ready for pickup at CVS Pharmacy on Main Street. The prescription will be held for 10 days before being returned to stock. Pickup hours are Monday-Friday 8 AM to 9 PM, Saturday 9 AM to 7 PM, and Sunday 10 AM to 6 PM. You can also arrange for home delivery through our mobile app. Please bring a valid ID and insurance card when picking up your medication.",Health
64,New employee onboarding checklist,"Welcome to our new team member Sarah Johnson who will be joining us as Senior Software Developer on Monday. Please find the onboarding checklist attached which includes IT setup, security badge creation, and initial project assignments. Sarah comes to us with 8 years of experience in full-stack development and will be a valuable addition to our engineering team. Please join me in welcoming her to the company.",Work
